,title,sector,website,phoneNumber,address
6500,Rudarmel Enterprises Inc,Business management consultant,qccndt.com,(503) 675-9175,"4264 Harvey Way, Lake Oswego, OR 97035"
6501,Kool Stop,Brake shop,koolstop.com,(503) 636-4673,"5700 Willow Ln, Lake Oswego, OR 97035"
6502,"EnSo Group, Inc.",Energy equipment and solutions,ensogroupinc.com,(424) 209-2432,"2291 W 205th St #101, Torrance, CA 90501"
6503,Aura Integrative Health,Medical Center,auraintegrative.com,(503) 905-2526,"17050 Pilkington Rd # 130, Lake Oswego, OR 97035"
6504,RocketML Inc,Software company,rocketml.net,(503) 776-0317,"3800 SW Cedar Hills Blvd #260, Beaverton, OR 97005"
6505,Weller Associates Inc,Roofing contractor,wellerroof.com,(503) 635-6227,"15800 Boones Ferry Rd # A5, Lake Oswego, OR 97035"
6506,Jefe | Mexican Restaurant,Mexican restaurant,jefemex.com,(503) 635-1900,"16360 Boones Ferry Rd, Lake Oswego, OR 97035"
6507,Kruse Woods Corporate Park,Business park,krusewoodscorporatepark.com,(503) 619-3200,"5335 Meadows Rd #275, Lake Oswego, OR 97035"
6508,Riverland Homes inc.,Custom home builder,riverland-homes.com,(503) 719-5524,"Lake Oswego, OR 97035"
6509,Grand European Travel,Tour agency,getours.com,(877) 622-9109,"7632 SW Durham Rd Suite 350, Tigard, OR 97224"
6510,AT&T Digital Life Home Security,Security system supplier,my-digitallife.att.com,,"Tigard, OR 97224"
6511,Benefits Consulting Northwest,Insurance agency,benefitsconsultingnw.com,(503) 365-8738,"2110 Mission St SE Suite #305, Salem, OR 97302"
6512,Touchscreen Technologies Inc,Electronics store,touchscreentechnologies.net,(503) 303-5643,"Lake Oswego, OR 97035"
6513,Tech Talent Link,Technical service,techtalentlink.com,(971) 204-0310,"5 Centerpointe Dr #400, Lake Oswego, OR 97035"
6514,General Automotive Supply Co.,Auto accessories wholesaler,generalautomotivesupply.com,(503) 226-6811,"6077 Lakeview Blvd SUITE A, Lake Oswego, OR 97035"
6515,Intersoft Inc,Corporate office,intersoftinc.com,(503) 675-6700,"15110 SW Boones Ferry Rd, Lake Oswego, OR 97035"
6516,D P Nicoli Shoring Solutions,Equipment rental agency,dpnicoli.com,(503) 692-6080,"19600 SW Cipole Rd, Tualatin, OR 97062"
6517,Phil's Auto Clinic,Auto repair shop,philsautoclinic.com,(503) 534-9007,"17360 63rd Ave, Lake Oswego, OR 97035"
6518,Lada Enterprises Inc,Siding contractor,ladaenterprises.biz,(503) 860-6660,"16556 Lower Boones Ferry Rd, Lake Oswego, OR 97035"
6519,Delavan Realty Inc.,Real estate agency,delavan-realty.com,(503) 956-4275,"17355 Lower Boones Ferry Rd, Lake Oswego, OR 97035"
6520,Lifelong Wealth Management,Financial planner,llwmg.com,(503) 747-6534,"5 Centerpointe Dr, Lake Oswego, OR 97035"
6521,City Business Service Inc,Business management consultant,citybusinessservice.com,(503) 245-5177,"5200 Meadows Rd #150, Lake Oswego, OR 97035"
6522,Lamar Advertising Co,Advertising agency,lamar.com,(503) 747-4588,"15808 Boones Ferry Rd, Lake Oswego, OR 97035"
6523,"Lindsey & Noah Culver with Premiere Property Group, LLC",Real estate agents,culverhometeam.com,(503) 810-1943,"Culver Home Team, 5000 Meadows Rd #150, Lake Oswego, OR 97035"
6524,Curt Faus Corporation,General contractor,cfauscorp.com,(503) 699-1103,"5755 Willow Ln Suite F, Lake Oswego, OR 97035"
6525,Ronda Divers Interiors,Interior designer,rondadiversinteriors.com,(503) 697-7211,"6002 Jean Rd, Lake Oswego, OR 97035"
6526,Accent Marketing Group,Marketing consultant,accentmarketinggroup.com,(503) 783-3700,"6710 SW McEwan Rd, Lake Oswego, OR 97035"
6527,Miller Insurance,Insurance agency,millerrvinsurance.com,(503) 636-6347,"5805 Willow Ln, Lake Oswego, OR 97035"
6528,Benchmark Contracting Inc,Contractor,benchmark-pdx.com,,"5809 Jean Rd, Lake Oswego, OR 97035"
6529,MacGuard Security Advisors,Security service,macguard.com,(503) 744-0720,
6530,Leitner Construction Inc.,Construction company,leitnerconstruction.com,(503) 491-9552,"5 Centerpointe Dr #400, Lake Oswego, OR 97035"
6531,"Wall & Associates, Inc.",Tax consultant,wallandassociates.net,(503) 832-0198,"5 Centerpointe Dr Suite 400, Lake Oswego, OR 97035"
6532,"Wealthbridge Advisors - Ameriprise Financial Services, LLC",Financial planner,ameripriseadvisors.com,(503) 595-2110,"5000 Meadows Rd Ste 450, Lake Oswego, OR 97035"
6533,Portland Oregon Temple,Church of Jesus Christ of Latter-day Saints,churchofjesuschrist.org,(503) 639-7066,"13600 Kruse Oaks Blvd, Lake Oswego, OR 97035"
6534,Davis Dental Laboratory,Dental laboratory,davisdentallab.com,(503) 231-6098,"6405 SW Rosewood St suite a, Lake Oswego, OR 97035"
6535,Cendix,Business management consultant,cendix.com,(888) 898-0066,"5, Centerpointe Dr suite 400, Lake Oswego, OR 97035"
6536,Lauri Alexander - State Farm Insurance Agent,Insurance agency,laurialexander.com,(503) 684-4008,"5285 Meadows Rd #164, Lake Oswego, OR 97035"
6537,AR Auto Service,Auto repair shop,arautoservice.com,(503) 697-3311,"16088-A Boones Ferry Rd, Lake Oswego, OR 97035"
6538,Pacific Intermedia Inc,Video conferencing service,pacificintermedia.com,(503) 222-9901,"5200 Meadows Rd #150, Lake Oswego, OR 97035"
6539,The Springs at Lake Oswego,Retirement community,thespringsliving.com,(503) 635-7000,"3900 Kruse Way Pl, Lake Oswego, OR 97035"
6540,"Nate Neubauer, Coldwell Banker Bain",Real estate agents,homesnap.com,(503) 929-3782,"4200 Mercantile Dr #700, Lake Oswego, OR 97035"
6541,Angela Adult Care Home,Association or organization,adultcarehomelakeoswego.com,(503) 639-2490,"5803 SW McEwan Rd, Lake Oswego, OR 97035"
6542,National Claims Management,Business administration service,nationalclaims.net,(503) 636-1266,"4000 Kruse Way Pl # 2-260, Lake Oswego, OR 97035"
6543,Shandiz Mediterranean/Greek bar& Grill,Mediterranean restaurant,shandiznow.com,(503) 244-2525,"11830 Kerr Pkwy, Lake Oswego, OR 97035"
6544,"Benco Management, Inc.",Apartment building,bencomanagement.com,(503) 208-8186,"5624 SE 22nd Ave, Portland, OR 97202"
6545,Buckley Law P.C.,Legal services,buckley-law.com,(503) 620-8900,"5300 Meadows Rd #200, Lake Oswego, OR 97035"
6546,"Columbia Benefit Solutions, Inc.",Insurance company,columbiabenefitsolutions.com,(503) 636-2676,"16325 Boones Ferry Rd, Lake Oswego, OR 97035"
6547,The Fix Barbershop,Barber shop,thefixbarbershop.com,(503) 342-6792,"16358 Boones Ferry Rd, Lake Oswego, OR 97035"
6548,"Fahey Machinery Co., Inc.",Metal machinery supplier,faheyinc.com,(503) 620-9031,"17605 SW 65th Ave, Lake Oswego, OR 97035"
6549,Green Sail Transitions,Appraiser,greensailtransitions.com,(503) 320-8991,"16869 SW 65th Ave #470, Lake Oswego, OR 97035"
6550,Aetna Properties,Real estate,aetnaproperties.com,(503) 699-4732,"4568 Auburn Ln, Lake Oswego, OR 97035"
6551,Oakmont Group,Advertising agency,theoakmontgroup.com,(503) 699-0230,"5200 Meadows Rd #150, Lake Oswego, OR 97035"
6552,"Williamson & Associates, LLP",Accountant,williamsoncpa.com,(503) 303-5000,"4949 Meadows Rd, Lake Oswego, OR 97035"
6553,Andra Brand Integrity Group,Business management consultant,andrabrand.com,(503) 303-8384,"19363 Willamette Dr #228, West Linn, OR 97068"
6554,Allstate Insurance Agent: Doug DiCola,Insurance agency,agents.allstate.com,(503) 635-7765,"16325 Boones Ferry Road Ste 209 Ste 209, Lake Oswego, OR 97035"
6555,"MAC Insurance, Inc.",Insurance agency,macinsuranceinc.com,(971) 238-2502,"10184 SW Park Way, Portland, OR 97225"
6556,"Reliance Property Management, Inc.",Property management company,reliancepminc.com,(503) 244-1359,"9 Monroe Pkwy #140, Lake Oswego, OR 97035"
6557,Joslin Sales Ltd,Store,joslinsalesltd.com,(503) 620-1138,"15820 SW Upper Boones Ferry Rd, Lake Oswego, OR 97035"
6558,Trilogy Home Care,Home health care service,trilogyhomecare.com,(503) 636-4134,"16865 Boones Ferry Rd # 10, Lake Oswego, OR 97035"
6559,H2 Performance,Car service,h2-performance.com,(971) 224-5756,"17435 63rd Ave, Lake Oswego, OR 97035"
6560,Jennifer Noble,Real estate agents,windermere.com,(503) 636-5000,"220 A Ave, Lake Oswego, OR 97034"
6561,RoHillCo Insurance Services,Insurance broker,rohillcoinsurance.com,(503) 636-0495,"5 Mt Jefferson Terrace, Lake Oswego, OR 97035"
6562,Lake Oswego Insulation Co,Demolition contractor,loiabatement.com,(503) 245-6460,"5930 Jean Rd, Lake Oswego, OR 97035"
6563,Concept Sales,Business related,conceptsales.biz,(503) 635-1501,"15800 Boones Ferry Rd suite a-9, Lake Oswego, OR 97035"
6564,"Pacific Northwest Hardwood and Tile, LLC",Flooring store,pnwhardwoodandtile.com,(360) 507-3882,"2051 Wembley Park Rd, Lake Oswego, OR 97034"
6565,Northwest Insurance Inc.,Insurance broker,503insure.com,(503) 620-4444,"15455 Hallmark Dr #100, Lake Oswego, OR 97035"
6566,SNG Corporation,Computer service,sngcons.com,(503) 819-6671,"5383 Greystoke Dr, Lake Oswego, OR 97035"
6567,Truax Consulting,Insurance agency,cgcfinancialservices.com,(503) 670-1958,"5 Centerpointe Dr # 270, Lake Oswego, OR 97035"
6568,"NIKMEL, Inc. - Furniture Drafting & Approval Drawing Services - Hospitality & Residential",Drafting service,nikmel.com,(310) 424-5904,"3 Monroe Pkwy, Lake Oswego, OR 97035"
6569,J.T. Smith Companies,Real estate agency,jtsmithco.com,(503) 657-3402,"5285 Meadows Rd #171, Lake Oswego, OR 97035"
6570,Avery Bunick Luxury Properties,Real estate agency,averybunickluxuryproperties.com,(503) 799-3839,"15540 Boones Ferry Rd, Lake Oswego, OR 97035"
6571,Riccardo's Ristorante,Italian restaurant,riccardoslo.com,(503) 636-4104,"16035 Boones Ferry Rd, Lake Oswego, OR 97035"
6572,Conerly Consulting LLC,Business management consultant,conerlyconsulting.com,(503) 785-3485,"4500 Kruse Way, Lake Oswego, OR 97035"
6573,"Jennifer King, Portland's Preferred Realtor",Real estate agents,jennifersking.com,(503) 799-9027,"3689 Carman Dr Suite 100, Lake Oswego, OR 97035"
6574,"Sapphire Blue Behavioral Health Solutions, LLC",Mental health clinic,sapphirebluesolutions.com,(503) 726-5216,"5285 SW, Meadows Rd Ste. 170, Lake Oswego, OR 97035"
6575,Mountain Park Australian Labradoodles,Dog breeder,mtparklabradoodles.com,,
6576,Lithia Integrative Health,Medical clinic,lithiamedicine.com,(503) 847-2953,"5010 NE 33rd Ave, Portland, OR 97211"
6577,United States Postal Service,Post office,tools.usps.com,(800) 275-8777,"15875 Boones Ferry Rd, Lake Grove, OR 97035"
6578,"JC Car Care, LLC",Auto repair shop,jccarcarellc.com,(503) 305-5920,"5717 Jean Rd, Lake Oswego, OR 97035"
6579,Maven Lash and Skincare,Beauty salon,mavenlashandskincare.com,(971) 990-3905,"Lake O Beauty Studios, 17777 Pilkington Rd #150, Lake Oswego, OR 97035"
6580,Veritas Wealth Management,Financial planner,veritaswealth.net,(503) 726-5917,"5200 Meadows Rd, Lake Oswego, OR 97035"
6581,"OmniVest, LLC",Real estate agency,omnivestcire.com,(503) 847-7990,"5 Centerpointe Dr, Lake Oswego, OR 97035"
6582,Mt Tabor Apartments,Apartment building,mttaborcr.com,(503) 227-3447,"4929 SE Hawthorne Blvd, Portland, OR 97215"
6583,Matthew Sheppard Family Dentistry,Dentist,drmatthewsheppard.com,(503) 636-8154,"15962 Boones Ferry Rd #208, Lake Oswego, OR 97035"
6584,"Titan Property Management Services, LLC.",Property management company,titanpropertymanagementservices.com,(503) 632-1131,"5200 Meadows Rd #150, Lake Oswego, OR 97035"
6585,"45th Parallel Design, LLC",Graphic designer,45th.design,(503) 329-8453,
6586,"SecondHalf Planning & Investment, LLC",Financial planner,secondhalfplanning.com,(503) 698-5680,
6587,Zen Garden Massage & Spa Boones Ferry,Massage therapist,zengardennorthwest.com,(503) 376-6928,"16088 Suite B, Boones Ferry Rd, Lake Oswego, OR 97035"
6588,Olson Memorial Clinic,Medical clinic,olsonmemorialclinic.com,(503) 635-6256,"16463 Boones Ferry Rd, Lake Oswego, OR 97035"
6589,Pardise health and wellness,Wellness program,pardisehealthandwellness.com,(971) 222-8530,"5 Centerpointe Dr Suite 400, Lake Oswego, OR 97035"
6590,Sisters Coffee Company - The Pearl,Coffee shop,sisterscoffee.com,(971) 279-2957,"1235 NW Marshall St, Portland, OR 97209"
6591,Ayumetrix,Medical laboratory,ayumetrix.com,(503) 344-1344,"17387 63rd Ave, Lake Oswego, OR 97035"
6592,Oswego Trading Company,Consignment shop,oswegotradingco.com,(503) 636-1506,"17475 Pilkington Rd, Lake Oswego, OR 97035"
6593,Stoneside Blinds & Shades,Window treatment store,stoneside.com,(503) 766-3287,
6594,Greenbridge Investment Management,Investment company,greenbridgeinvestment.com,(503) 505-9699,"4248 Galewood St, Lake Oswego, OR 97035"
6595,Quinn Thomas,Corporate office,quinnthomas.com,(503) 639-0389,"5 Centerpointe Dr #570, Lake Oswego, OR 97035"
6596,DL Design Group,Engineering consultant,dleng.net,(503) 644-4628,"500 W 8th St #205, Vancouver, WA 98660"
6597,Urban Creatives,Marketing agency,urbancreatives.com,(503) 372-9443,"5200 SW Meadows Rd #150, Lake Oswego, OR 97035"
6598,Portland Integrative Psychiatry,Medical office,pipsychiatry.com,,"5398-5100 Coventry Ct, Lake Oswego, OR 97035"
6599,The Harvest Wine Bar,Wine bar,theharvestwinebar.com,(503) 747-7263,"14559 Westlake Dr, Lake Oswego, OR 97035"
6600,Max Nails,Nail salon,maxnails.co,(503) 908-7979,"4859 Meadows Rd #163, Lake Oswego, OR 97035"
6601,Left Shore Construction LLC,Stucco contractor,leftshoreconstruction.com,(503) 805-7925,
6602,Big Sky Landscaping,Landscaper,bigskylandscaping.com,(503) 257-9275,"10601 SE Foster Rd, Portland, OR 97266"
6603,"King's Tree Service, LLC",Tree service,kingstreeserviceoregon.com,(971) 221-8526,"11356 NE Fremont Ct, Portland, OR 97220"
6604,Mechatronics in Motion,Corporate office,mechatronicsinmotion.com,(503) 483-2277,"5 Centerpointe Dr #400, Lake Oswego, OR 97035"
6605,"Ken Randall Homes, LLC",Home builder,kenrandallhomes.com,(971) 249-0388,"2 Centerpointe Dr #210, Lake Oswego, OR 97035"
6606,Aerobic & Dancewear Shoppe,Dance store,danceoregon.com,(503) 699-0544,"16250 Bryant Rd, Lake Oswego, OR 97035"
6607,Accent Lighting,Lighting store,accentlighting.com,(503) 699-9995,"15794 Boones Ferry Rd, Lake Oswego, OR 97035"
6608,"Nordby Design, Architecture & Interiors LLC",Architect,nordby.design,(503) 305-6426,"16148 Boones Ferry Rd, Lake Oswego, OR 97035"
6609,Dr. Manami Yamaguchi,Cosmetic dentist,dentalartsandwellness.com,(503) 603-0700,"15074 Bangy Rd, Lake Oswego, OR 97035"
6610,Orange Coast Title Co,Title company,octitle.com,(503) 293-8023,"11830 Kerr Pkwy, Lake Oswego, OR 97035"
6611,"OmniVest Capital, LLC",Investment service,omnivestcapital.com,(503) 847-7990,"5 Centerpointe Dr #400, Lake Oswego, OR 97035"
6612,Oliver James E,Attorney,jordanramis.com,(503) 598-7070,"Lake Oswego, OR 97035"
6613,Stoneridge Custom Development,Custom home builder,stoneridgecustom.com,(503) 387-5312,"480 5th St, Lake Oswego, OR 97034"
6614,Munch,Deli,munchdeli.online,(503) 639-8074,"5285 Meadows Rd #188, Lake Oswego, OR 97035"
6615,Fisher Appraisal Services,Real estate appraiser,fisherappraisalsvcs.com,(360) 944-0907,"8006 NE 162nd Ave, Vancouver, WA 98682"
6616,Urban Creatives,Marketing agency,urbancreatives.com,(503) 372-9443,"5200 SW Meadows Rd #150, Lake Oswego, OR 97035"
6617,"Judson Roy Home Staging & Design | Portland, Salem & SW Washington",Interior designer,judsonroy.com,(971) 340-6615,"9425 SW Commerce Cir Ste B25, Wilsonville, OR 97070"
6618,Lake Oswego Massage Therapy,Massage therapist,lomassage.com,(503) 850-4810,"14511 Westlake Dr Suite 100, Lake Oswego, OR 97035"
6619,WestPac Wealth Partners,Financial institution,westpacwealthpartners.com,(503) 207-4550,"5 Centerpointe Dr #150, Lake Oswego, OR 97035"
6620,Paine Pacific,Business management consultant,painepacific.com,(503) 697-6922 ext. 302,"3, Monroe Pkwy suite 250, Lake Oswego, OR 97035"
6621,Ben Mosebach Counseling,Consultant,benmosebachlpc.com,(978) 801-1399,"4 Touchstone Unit 118, Lake Oswego, OR 97035"
6622,Keith Davis Construction Llc,Service establishment,keithdavisconstruction.com,(503) 329-9212,
6623,Olive and Ivory Interiors,Interior designer,oliveandivoryinteriors.com,(503) 313-9412,
6624,EForce Sports Lake Oswego,Physical fitness program,eforcesports.com,(503) 344-4949,"17355 SW Ferry Rd suite b, Lake Oswego, OR 97035"
6625,"RV Northwest, LLC",RV dealer,rvnorthwest.com,(503) 641-9140,"17280 Boones Ferry Rd, Lake Oswego, OR 97035"
6626,Winn Appraisal Services,Real estate appraiser,winnappraisal.com,(503) 639-5053,"16869 SW 65th Ave #521, Lake Oswego, OR 97035"
6627,Marshall Gardens,Garden center,marshallgardensonline.com,(503) 944-9970,"5775 Jean Rd #102, Lake Oswego, OR 97035"
6628,"Anne Gaggini, CPA, LLC",Accountant,annegagginicpa.com,(503) 442-0345,"6500 SW Beaverton Hillsdale Hwy #2, Portland, OR 97225"
6629,"Face to Face Esthetics, LLC",Skin care clinic,facetofacepdx.com,(832) 465-5543,"Inside Lake O Beauty Studios, 17777 Pilkington Rd #150, Lake Oswego, OR 97035"
6630,Providence Heart Clinic - Tigard,Cardiologist,oregon.providence.org,(503) 216-6060,"18040 SW Lower Boones Ferry Rd Suite 204, Tigard, OR 97224"
6631,Western Build and Design Construction,Remodeler,westernbuildanddesign.com,(503) 534-3517,"4800 Meadows Rd #300, Lake Oswego, OR 97035"
6632,Sharetea Lake Oswego,Bubble tea store,sharetealakeoswego.com,(503) 718-7963,"16885 SW 65th Ave, Lake Oswego, OR 97035"
6633,"Medica Holdings, LLC",Corporate office,medicaholdings.com,(503) 227-1900,"5200 Meadows Rd #150, Lake Oswego, OR 97035"
6634,"Lake Oswego Probates, LLC",Estate planning attorney,lakeoswegoprobates.com,(503) 726-5922,"5200 Meadows Rd #150, Lake Oswego, OR 97035"
6635,Realty First,Real estate agency,realtyfirstnw.com,(503) 343-5825,"5200 Meadows Rd #150, Lake Oswego, OR 97035"
6636,Elite Homes,Real estate agency,elitehomespdx.com,(503) 819-3711,"15540 Boones Ferry Rd, Lake Oswego, OR 97035"
6637,"Nordby Design, Architecture & Interiors LLC",Architect,nordby.design,(503) 305-6426,"16148 Boones Ferry Rd, Lake Oswego, OR 97035"
6638,Berrey Properties,Property management company,berreyproperties.com,(503) 697-3310,"6305 Rosewood St # D, Lake Oswego, OR 97035"
6639,Bates Group,Consultant,batesgroup.com,(503) 670-7772,"5005 Meadows Rd, Lake Oswego, OR 97035"
6640,Pho' Lavang | Vietnamese Restaurant,Vietnamese restaurant,pholavangpdx.com,(503) 697-6253,"16120 Boones Ferry Rd, Lake Oswego, OR 97035"
6641,"15 IT Resources, LLC",Employment agency,15itresources.com,(503) 730-4556,"15171 SW Bangy Road, Suite #127, Lake Oswego, OR 97035"
6642,Westlake Public House and Grille,Bar & grill,westlakepublichouse.com,(971) 708-6164,"14559 Westlake Dr B, Lake Oswego, OR 97035"
6643,techNstuff LLC,Computer repair service,technstuff.com,(503) 342-8033,
6644,The Drew Coleman Team,Real estate agents,drewcoleman.com,(503) 908-4908,"15400 Boones Ferry Rd, Lake Oswego, OR 97035"
6645,Lake Oswego Counseling Center,Counselor,lakeoswegocounselingcenter.com,(503) 675-2830,"Kruse Park Building, 3990 SW Collins Way # 202, Lake Oswego, OR 97035"
6646,L Moore Property Management,Property management company,lmooreinc.com,(503) 639-4478,"14511 Westlake Dr, Lake Oswego, OR 97035"
6647,Lake Oswego GYN,Gynecologist,lakeoswegogyn.com,(503) 908-1646,"17020 Pilkington Rd, Lake Oswego, OR 97035"
6648,Sherwin-Williams Paint Store,Paint store,sherwin-williams.com,(503) 908-0959,"15659 Boones Ferry Rd, Lake Oswego, OR 97035"
6649,Oak and Badger Photography and Film,Photographer,oakandbadger.com,(248) 766-1908,
6650,nw wellness coaching,Health consultant,nwwellnesscoaching.com,(971) 712-6837,
6651,Fields Collins Properties LLC,Real estate appraiser,fcproperties.net,(800) 240-1111,"556 Tallmadge Rd, Cuyahoga Falls, OH 44221"
6652,Sandin Insurance Group,Insurance agency,sandininsurance.com,(323) 480-1144,"19 Churchill Downs, Lake Oswego, OR 97035"
6653,Edwards Consulting,Accountant,edwardsconsultingllc.com,(503) 222-4708,"4949 Meadows Rd #400, Lake Oswego, OR 97035"
6654,Jazzercise Lake Oswego,Physical fitness program,jcls.jazzercise.com,(503) 313-1122,"11830 Kerr Pkwy, Lake Oswego, OR 97035"
